ID,Delinquency_Status,Loan_Term,Borrower_Gender,Loan_Purpose,Home_Status,Age_Group,Credit_Score_Range,Income,Loan_Amount
6586,0,36 months,Female,Other,Rent,20-25,>500,30,25000
6587,1,36 months,Male,Car,Mortgage,20-25,300-500,45,10000
6588,0,36 months,Female,House,Mortgage,>25,>500,61,25000
6589,0,36 months,Male,House,Mortgage,20-25,>500,46,15000
6590,0,36 months,Male,House,Mortgage,20-25,300-500,30,25000
6591,1,60 months,Female,Car,Own,20-25,300-500,57,5000
6592,0,36 months,Male,House,Rent,>25,300-500,117,20000
6593,1,36 months,Female,House,Mortgage,20-25,>500,62,15000
6594,1,36 months,Male,Other,Mortgage,>25,>500,38,15000
6595,1,36 months,Male,House,Rent,>25,>500,83,20000
6596,1,36 months,Male,Personal,Rent,>25,>500,25,20000
6597,1,36 months,Female,Car,Rent,20-25,300-500,65,15000
6598,1,36 months,Female,House,Rent,20-25,>500,61,20000
6599,1,36 months,Female,House,Rent,20-25,300-500,111,10000
6600,1,36 months,Female,House,Rent,20-25,>500,84,20000
6601,1,60 months,Female,House,Rent,20-25,>500,118,5000
6602,1,36 months,Male,Other,Mortgage,>25,>500,91,5000
6603,1,36 months,Female,Personal,Mortgage,>25,300-500,78,10000
6604,0,36 months,Male,Personal,Rent,20-25,300-500,71,20000
6605,1,60 months,Male,House,Rent,20-25,>500,66,5000
6606,0,36 months,Female,Car,Mortgage,20-25,>500,26,25000
6607,1,36 months,Female,House,Mortgage,20-25,>500,30,20000
6608,1,36 months,Female,Car,Rent,20-25,300-500,80,10000
6609,0,36 months,Female,House,Mortgage,>25,>500,87,20000
6610,1,36 months,Female,House,Mortgage,20-25,>500,44,15000
6611,1,36 months,Female,Car,Mortgage,>25,300-500,31,15000
6612,0,36 months,Male,House,Mortgage,20-25,300-500,45,5000
6613,0,36 months,Male,House,Mortgage,20-25,>500,31,15000
6614,0,36 months,Male,Car,Own,20-25,>500,62,10000
6615,1,36 months,Male,House,Mortgage,20-25,>500,70,5000
6616,1,36 months,Male,House,Mortgage,>25,300-500,56,10000
6617,1,36 months,Female,Personal,Rent,>25,300-500,65,10000
6618,1,36 months,Female,House,Rent,>25,300-500,72,15000
6619,1,60 months,Female,Car,Mortgage,20-25,>500,107,15000
6620,0,36 months,Female,House,Rent,>25,300-500,99,10000
6621,1,36 months,Male,Wedding,Mortgage,20-25,>500,32,15000
6622,1,60 months,Male,House,Mortgage,>25,>500,108,15000
6623,1,60 months,Male,House,Mortgage,>25,300-500,73,15000
6624,0,36 months,Female,House,Rent,>25,300-500,76,20000
6625,1,36 months,Female,Car,Rent,>25,>500,23,10000
6626,1,36 months,Female,Medical,Mortgage,20-25,300-500,94,25000
6627,1,36 months,Female,Car,Rent,>25,>500,115,10000
6628,1,36 months,Male,House,Mortgage,20-25,300-500,68,5000
6629,1,36 months,Male,Other,Mortgage,20-25,>500,26,15000
6630,0,36 months,Male,Personal,Mortgage,20-25,300-500,30,15000
6631,0,36 months,Male,House,Mortgage,20-25,>500,111,25000
6632,0,36 months,Male,Car,Rent,>25,>500,73,5000
6633,1,60 months,Male,House,Mortgage,>25,300-500,106,20000
6634,1,36 months,Male,House,Mortgage,20-25,>500,64,10000
6635,1,36 months,Male,House,Rent,20-25,300-500,42,20000
6636,1,36 months,Male,Personal,Rent,20-25,300-500,47,5000
6637,1,36 months,Female,Car,Rent,20-25,300-500,76,25000
6638,0,36 months,Female,Personal,Rent,20-25,300-500,45,5000
6639,0,60 months,Male,Car,Mortgage,20-25,300-500,44,25000
6640,1,36 months,Male,House,Mortgage,>25,300-500,73,20000
6641,1,36 months,Female,Personal,Rent,>25,300-500,48,20000
6642,1,36 months,Male,Personal,Rent,20-25,300-500,102,5000
6643,1,36 months,Male,Other,Rent,20-25,>500,116,5000
6644,0,36 months,Female,House,Mortgage,>25,300-500,55,15000
6645,1,36 months,Female,House,Rent,20-25,300-500,33,25000
6646,1,36 months,Female,Other,Own,20-25,300-500,97,15000
6647,1,36 months,Female,House,Mortgage,>25,>500,54,10000
6648,1,36 months,Male,House,Mortgage,>25,300-500,49,10000
6649,0,36 months,Male,House,Mortgage,>25,300-500,111,5000
6650,1,36 months,Female,Personal,Mortgage,>25,>500,36,20000
6651,0,60 months,Male,Personal,Mortgage,20-25,>500,86,10000
6652,0,36 months,Female,House,Mortgage,>25,300-500,99,10000
6653,0,36 months,Male,House,Mortgage,20-25,>500,49,15000
6654,1,60 months,Male,House,Rent,20-25,300-500,112,15000
6655,0,60 months,Female,House,Rent,>25,300-500,64,10000
6656,1,36 months,Male,House,Rent,20-25,300-500,98,5000
6657,1,36 months,Female,Personal,Rent,20-25,300-500,108,15000
6658,1,36 months,Female,House,Mortgage,20-25,300-500,70,10000
6659,1,36 months,Female,House,Own,20-25,>500,66,20000
6660,0,36 months,Female,House,Rent,20-25,>500,72,15000
6661,1,36 months,Male,Medical,Own,>25,>500,83,10000
6662,1,36 months,Male,House,Mortgage,>25,300-500,57,25000
6663,1,36 months,Female,House,Mortgage,>25,300-500,83,15000
6664,0,36 months,Male,Car,Rent,>25,300-500,106,25000
6665,0,36 months,Male,House,Rent,20-25,>500,108,15000
6666,0,36 months,Female,House,Rent,20-25,300-500,26,15000
6667,1,36 months,Female,House,Rent,>25,>500,41,25000
6668,1,36 months,Male,House,Mortgage,>25,300-500,100,5000
6669,0,36 months,Male,Car,Mortgage,>25,>500,101,10000
6670,1,36 months,Female,Other,Rent,20-25,>500,60,5000
6671,0,36 months,Female,House,Rent,>25,300-500,93,5000
6672,1,36 months,Female,Car,Mortgage,>25,300-500,29,10000
6673,1,36 months,Female,House,Rent,>25,>500,76,20000
6674,0,36 months,Female,Car,Rent,20-25,>500,26,5000
6675,1,36 months,Male,Car,Mortgage,>25,>500,69,5000
6676,1,36 months,Female,House,Rent,>25,>500,110,5000
6677,0,36 months,Female,House,Rent,>25,300-500,71,20000
6678,1,36 months,Female,House,Mortgage,>25,300-500,52,15000
6679,1,36 months,Male,Other,Mortgage,>25,>500,20,25000
6680,1,36 months,Male,House,Rent,>25,300-500,72,25000
6681,1,36 months,Male,Personal,Rent,>25,300-500,79,20000
6682,1,36 months,Male,House,Mortgage,20-25,300-500,53,5000
6683,1,36 months,Male,House,Rent,20-25,300-500,23,25000
6684,0,60 months,Male,House,Mortgage,20-25,300-500,36,20000
6685,0,36 months,Female,House,Rent,20-25,>500,23,10000
6686,1,36 months,Male,House,Rent,20-25,300-500,62,25000
6687,1,36 months,Female,Car,Rent,>25,>500,109,10000
6688,0,36 months,Male,House,Rent,20-25,>500,23,5000
6689,1,36 months,Male,House,Rent,>25,>500,20,25000
6690,0,36 months,Male,House,Own,>25,>500,90,20000
6691,0,36 months,Female,House,Rent,20-25,>500,113,15000
6692,0,36 months,Female,House,Mortgage,>25,>500,69,25000
6693,1,36 months,Male,Personal,Mortgage,20-25,300-500,92,25000
6694,1,60 months,Female,House,Rent,20-25,300-500,80,25000
6695,0,36 months,Female,House,Mortgage,>25,>500,54,25000
6696,0,60 months,Female,House,Mortgage,20-25,300-500,27,20000
6697,1,36 months,Female,House,Mortgage,>25,>500,43,20000
6698,0,36 months,Female,House,Rent,20-25,>500,102,15000
6699,1,36 months,Female,House,Own,20-25,300-500,55,20000
6700,0,60 months,Female,House,Mortgage,20-25,>500,69,20000
6701,0,36 months,Male,Car,Mortgage,20-25,>500,62,5000
6702,1,36 months,Male,House,Mortgage,>25,>500,46,5000
6703,1,36 months,Male,Car,Rent,20-25,300-500,51,10000
6704,1,36 months,Male,Car,Mortgage,>25,300-500,97,15000
6705,1,36 months,Male,Other,Mortgage,>25,300-500,37,5000
6706,0,36 months,Male,Wedding,Mortgage,>25,300-500,47,15000
6707,0,36 months,Male,Other,Rent,>25,300-500,48,15000
6708,1,36 months,Female,House,Rent,>25,>500,35,25000
6709,0,36 months,Female,House,Rent,20-25,>500,118,15000
6710,1,36 months,Male,Other,Mortgage,20-25,300-500,66,25000
6711,1,36 months,Male,House,Mortgage,20-25,>500,78,10000
6712,1,36 months,Female,Wedding,Rent,>25,300-500,50,10000
6713,1,36 months,Female,House,Rent,>25,>500,23,10000
6714,0,36 months,Female,House,Rent,>25,300-500,56,25000
6715,1,36 months,Male,Other,Rent,>25,300-500,36,25000
6716,1,36 months,Female,Other,Rent,>25,300-500,58,10000
6717,1,60 months,Male,House,Rent,20-25,>500,67,25000
6718,1,36 months,Male,House,Mortgage,>25,>500,65,20000
6719,1,36 months,Female,Other,Mortgage,20-25,300-500,109,20000
6720,1,36 months,Male,House,Mortgage,>25,>500,67,25000
6721,1,36 months,Male,House,Mortgage,20-25,>500,58,25000
6722,1,36 months,Male,Other,Rent,20-25,300-500,23,5000
6723,1,36 months,Female,Other,Rent,>25,>500,49,5000
6724,1,36 months,Male,House,Rent,>25,>500,49,15000
6725,1,36 months,Male,Personal,Own,>25,300-500,41,15000
6726,1,36 months,Male,House,Own,>25,300-500,94,15000
6727,0,36 months,Male,House,Rent,>25,>500,85,10000
6728,0,36 months,Male,House,Rent,>25,300-500,31,20000
6729,1,36 months,Male,House,Mortgage,20-25,>500,113,10000
6730,1,60 months,Female,House,Mortgage,>25,300-500,55,25000
6731,0,36 months,Female,House,Mortgage,>25,300-500,37,5000
6732,1,36 months,Female,House,Rent,>25,300-500,109,25000
6733,0,36 months,Male,House,Mortgage,20-25,>500,72,25000
6734,1,36 months,Female,House,Mortgage,>25,300-500,90,5000
6735,1,60 months,Female,Car,Mortgage,>25,>500,20,25000
6736,1,36 months,Female,House,Mortgage,>25,300-500,77,15000
6737,0,36 months,Female,Medical,Rent,20-25,>500,109,5000
6738,1,36 months,Female,House,Mortgage,20-25,>500,106,25000
6739,1,60 months,Female,House,Rent,20-25,>500,109,15000
6740,0,36 months,Male,House,Mortgage,>25,300-500,25,15000
6741,1,36 months,Female,House,Mortgage,20-25,300-500,89,20000
6742,1,36 months,Female,House,Mortgage,20-25,>500,63,15000
6743,0,36 months,Male,Wedding,Own,20-25,>500,91,10000
6744,1,36 months,Female,House,Mortgage,20-25,>500,43,5000
6745,1,36 months,Male,Car,Mortgage,20-25,>500,105,5000
6746,0,36 months,Female,House,Mortgage,>25,>500,38,5000
6747,1,36 months,Male,Medical,Mortgage,>25,300-500,37,25000
6748,1,36 months,Female,House,Mortgage,>25,300-500,114,25000
6749,1,36 months,Male,Personal,Rent,>25,300-500,49,10000
6750,0,60 months,Male,House,Mortgage,>25,>500,61,15000
6751,0,60 months,Female,House,Mortgage,>25,300-500,52,25000
6752,1,36 months,Female,Car,Rent,20-25,>500,93,15000
6753,0,36 months,Female,Personal,Mortgage,20-25,>500,31,15000
6754,1,60 months,Female,Car,Rent,20-25,300-500,113,25000
6755,0,36 months,Male,Car,Mortgage,20-25,300-500,46,25000
6756,1,36 months,Male,Medical,Rent,20-25,>500,58,10000
6757,1,36 months,Female,House,Rent,20-25,>500,28,20000
6758,1,36 months,Female,House,Rent,>25,300-500,40,5000
6759,1,36 months,Female,House,Rent,20-25,>500,95,25000
6760,1,36 months,Female,Other,Rent,20-25,300-500,48,25000
6761,1,36 months,Male,House,Mortgage,20-25,>500,52,15000
6762,1,36 months,Female,House,Rent,20-25,300-500,81,20000
6763,1,36 months,Female,House,Mortgage,>25,300-500,34,25000
6764,1,36 months,Male,Wedding,Rent,20-25,>500,21,20000
6765,1,36 months,Male,House,Rent,>25,300-500,71,5000
6766,0,60 months,Female,Car,Mortgage,>25,300-500,63,15000
6767,1,36 months,Male,House,Rent,20-25,300-500,73,10000
6768,0,36 months,Female,House,Own,>25,>500,37,5000
6769,1,36 months,Male,House,Rent,20-25,300-500,22,20000
6770,1,36 months,Male,House,Rent,20-25,>500,26,20000
6771,1,36 months,Male,House,Rent,20-25,300-500,62,5000
6772,1,36 months,Female,Car,Own,20-25,>500,101,20000
6773,0,36 months,Female,House,Rent,>25,>500,57,10000
6774,0,36 months,Male,Personal,Mortgage,20-25,>500,56,10000
6775,1,60 months,Male,House,Mortgage,>25,>500,77,20000
6776,1,36 months,Male,Wedding,Mortgage,>25,>500,52,20000
6777,0,36 months,Male,Car,Rent,>25,300-500,78,10000
6778,1,36 months,Female,Other,Mortgage,>25,300-500,114,20000
6779,0,36 months,Male,House,Mortgage,>25,300-500,30,25000
6780,0,36 months,Female,House,Mortgage,20-25,>500,87,15000
6781,0,36 months,Female,Other,Own,20-25,>500,101,25000
6782,1,36 months,Male,Personal,Rent,20-25,>500,87,20000
6783,0,60 months,Male,House,Rent,>25,>500,117,20000
6784,1,36 months,Female,Medical,Mortgage,20-25,300-500,112,15000
6785,1,36 months,Male,Car,Rent,>25,>500,107,20000
6786,1,36 months,Male,Car,Rent,20-25,300-500,41,15000
6787,1,36 months,Male,House,Own,20-25,>500,85,10000
6788,1,36 months,Male,House,Mortgage,20-25,300-500,63,15000
6789,0,36 months,Male,House,Mortgage,20-25,300-500,25,15000
6790,1,36 months,Female,House,Mortgage,20-25,300-500,61,25000
6791,1,36 months,Female,House,Mortgage,20-25,300-500,44,20000
6792,0,36 months,Male,House,Rent,>25,300-500,76,10000
6793,1,36 months,Male,Other,Rent,>25,300-500,104,5000
6794,1,36 months,Male,Other,Mortgage,20-25,300-500,74,15000
6795,0,36 months,Male,Other,Mortgage,20-25,>500,35,5000
6796,1,60 months,Female,House,Mortgage,20-25,>500,114,20000
6797,1,60 months,Male,Personal,Rent,20-25,300-500,33,15000
6798,1,36 months,Female,House,Mortgage,20-25,300-500,58,5000
6799,1,36 months,Male,House,Mortgage,>25,>500,47,25000
6800,0,36 months,Male,Car,Mortgage,>25,300-500,115,5000
6801,1,36 months,Female,House,Mortgage,>25,>500,111,25000
6802,0,36 months,Female,Personal,Rent,20-25,>500,70,10000
6803,0,36 months,Male,House,Mortgage,20-25,300-500,68,20000
6804,0,36 months,Male,House,Mortgage,20-25,300-500,28,5000
6805,0,60 months,Male,House,Rent,20-25,300-500,77,15000
6806,1,36 months,Male,House,Mortgage,>25,300-500,64,20000
6807,0,36 months,Female,Car,Mortgage,20-25,>500,41,5000
6808,1,60 months,Male,House,Own,20-25,>500,51,15000
6809,1,36 months,Male,House,Rent,20-25,>500,88,15000
6810,0,36 months,Female,House,Mortgage,>25,>500,106,15000
6811,1,36 months,Female,House,Rent,20-25,>500,88,15000
6812,1,36 months,Female,House,Mortgage,>25,>500,61,5000
6813,1,36 months,Male,House,Mortgage,>25,300-500,72,10000
6814,0,36 months,Female,Medical,Mortgage,20-25,>500,115,25000
6815,0,36 months,Female,House,Rent,>25,>500,78,25000
6816,1,36 months,Female,House,Rent,20-25,300-500,93,25000
6817,1,36 months,Male,Personal,Mortgage,>25,300-500,58,10000
6818,1,36 months,Male,Car,Rent,>25,300-500,34,15000
6819,1,36 months,Female,Personal,Mortgage,20-25,>500,90,15000
6820,1,36 months,Male,House,Mortgage,>25,300-500,48,20000
6821,0,36 months,Female,Personal,Mortgage,20-25,300-500,22,25000
6822,1,36 months,Male,House,Mortgage,20-25,300-500,102,25000
6823,1,36 months,Male,House,Mortgage,>25,300-500,29,15000
6824,1,36 months,Male,House,Mortgage,>25,>500,111,25000
6825,0,36 months,Female,House,Mortgage,>25,300-500,48,15000
6826,1,36 months,Female,Car,Mortgage,20-25,300-500,98,15000
6827,1,36 months,Male,Car,Rent,20-25,>500,54,15000
6828,1,36 months,Male,House,Mortgage,20-25,300-500,25,5000
6829,0,60 months,Male,House,Mortgage,20-25,>500,31,5000
6830,1,36 months,Male,House,Mortgage,>25,300-500,57,5000
6831,1,36 months,Female,House,Mortgage,>25,300-500,96,5000
6832,1,36 months,Male,Personal,Rent,>25,300-500,112,10000
6833,1,36 months,Female,House,Mortgage,20-25,>500,38,20000
6834,1,36 months,Male,Personal,Rent,>25,300-500,86,20000
6835,1,36 months,Male,House,Mortgage,>25,>500,27,15000
6836,1,36 months,Female,House,Rent,>25,>500,27,25000
6837,1,36 months,Male,House,Rent,>25,300-500,103,5000
6838,0,36 months,Male,House,Rent,>25,>500,66,20000
6839,1,36 months,Male,House,Mortgage,>25,>500,23,20000
6840,0,36 months,Male,House,Rent,20-25,>500,70,5000
6841,1,36 months,Female,House,Mortgage,>25,300-500,104,10000
6842,1,36 months,Male,House,Rent,20-25,300-500,86,10000
6843,1,36 months,Female,Medical,Mortgage,20-25,>500,64,20000
6844,0,36 months,Male,Other,Mortgage,20-25,300-500,27,10000
6845,0,36 months,Male,Other,Rent,20-25,300-500,106,5000
6846,0,36 months,Female,Car,Rent,20-25,300-500,35,20000
6847,1,36 months,Male,House,Mortgage,>25,300-500,96,5000
6848,1,36 months,Female,House,Rent,>25,300-500,86,10000
6849,1,36 months,Male,House,Mortgage,>25,>500,28,5000
6850,1,36 months,Female,Wedding,Rent,>25,300-500,79,10000
6851,1,36 months,Male,Car,Mortgage,20-25,300-500,97,10000
6852,0,36 months,Male,House,Rent,20-25,300-500,96,5000
6853,0,36 months,Male,House,Rent,20-25,300-500,90,10000
6854,0,36 months,Male,House,Mortgage,>25,300-500,34,15000
6855,1,60 months,Female,Car,Rent,>25,>500,90,5000
6856,1,36 months,Male,House,Rent,>25,300-500,117,15000
6857,1,36 months,Male,House,Rent,>25,300-500,60,5000
6858,1,36 months,Female,Personal,Mortgage,20-25,300-500,41,10000
6859,1,36 months,Female,Medical,Own,20-25,>500,43,10000
6860,0,36 months,Female,House,Mortgage,20-25,300-500,63,20000
6861,0,36 months,Male,House,Mortgage,20-25,>500,20,20000
6862,0,36 months,Male,House,Rent,20-25,>500,29,15000
6863,0,36 months,Female,House,Rent,20-25,>500,99,10000
6864,1,36 months,Male,House,Rent,>25,>500,91,20000
6865,1,36 months,Female,House,Rent,>25,>500,75,10000
6866,0,60 months,Male,House,Mortgage,20-25,>500,108,5000
6867,1,60 months,Female,House,Mortgage,>25,300-500,69,20000
6868,1,36 months,Female,House,Mortgage,>25,300-500,31,15000
6869,0,36 months,Male,House,Rent,20-25,300-500,108,20000
6870,0,36 months,Male,Wedding,Mortgage,20-25,>500,100,10000
6871,1,36 months,Female,House,Rent,>25,>500,79,25000
6872,1,36 months,Male,Medical,Mortgage,20-25,300-500,45,25000
6873,0,36 months,Female,Car,Rent,20-25,>500,97,10000
6874,1,36 months,Male,House,Rent,20-25,300-500,60,5000
6875,1,36 months,Female,House,Mortgage,>25,>500,55,20000
6876,0,36 months,Female,Car,Rent,>25,300-500,42,25000
6877,1,36 months,Female,House,Mortgage,20-25,>500,62,5000
6878,1,36 months,Female,House,Mortgage,20-25,>500,25,10000
6879,1,36 months,Female,House,Rent,>25,>500,88,5000
6880,0,36 months,Male,House,Rent,>25,>500,62,10000
6881,1,36 months,Male,Car,Mortgage,>25,300-500,44,20000
6882,1,36 months,Female,House,Rent,20-25,>500,37,5000
6883,1,36 months,Male,House,Mortgage,20-25,>500,81,20000
6884,1,36 months,Male,House,Mortgage,>25,>500,32,5000
6885,1,36 months,Female,House,Rent,>25,>500,62,10000
6886,0,36 months,Female,House,Rent,20-25,300-500,97,10000
6887,0,36 months,Female,House,Rent,>25,>500,47,5000
6888,0,36 months,Male,Other,Rent,20-25,300-500,37,10000
6889,1,60 months,Male,Wedding,Mortgage,20-25,300-500,78,15000
6890,1,36 months,Male,House,Rent,>25,>500,79,15000
6891,1,36 months,Male,Car,Mortgage,20-25,>500,82,20000
6892,1,36 months,Male,House,Mortgage,>25,300-500,76,15000
6893,1,36 months,Male,Car,Mortgage,20-25,300-500,111,15000
6894,1,36 months,Male,House,Rent,>25,>500,70,25000
6895,1,36 months,Male,Car,Mortgage,>25,>500,75,25000
6896,1,36 months,Male,Other,Rent,20-25,300-500,46,25000
6897,0,36 months,Female,House,Mortgage,20-25,>500,51,25000
6898,1,36 months,Male,Car,Rent,20-25,>500,28,10000
6899,1,36 months,Male,House,Rent,>25,>500,115,20000
6900,1,36 months,Female,House,Mortgage,20-25,300-500,103,20000
6901,1,36 months,Male,House,Mortgage,20-25,300-500,111,15000
6902,1,36 months,Male,Other,Mortgage,>25,300-500,116,20000
6903,1,36 months,Male,House,Mortgage,20-25,>500,87,15000
6904,0,36 months,Male,House,Rent,20-25,>500,65,20000
6905,0,36 months,Male,House,Mortgage,>25,>500,117,5000
6906,0,36 months,Female,Car,Mortgage,20-25,300-500,86,5000
6907,1,36 months,Female,House,Rent,20-25,300-500,45,20000
6908,0,36 months,Female,House,Mortgage,>25,300-500,27,10000
6909,1,36 months,Male,Other,Rent,>25,>500,25,15000
6910,1,36 months,Female,House,Rent,>25,>500,99,20000
6911,1,36 months,Male,Medical,Rent,20-25,>500,43,15000
6912,1,36 months,Male,Other,Mortgage,20-25,300-500,67,25000
6913,1,36 months,Female,Personal,Mortgage,20-25,>500,113,20000
6914,0,36 months,Male,Personal,Mortgage,20-25,300-500,64,10000
6915,1,36 months,Female,Wedding,Rent,>25,>500,32,25000
6916,1,36 months,Male,House,Mortgage,20-25,300-500,88,20000
6917,1,36 months,Female,Car,Mortgage,>25,300-500,44,5000
6918,1,36 months,Female,Medical,Mortgage,20-25,300-500,39,20000
6919,1,36 months,Male,House,Rent,>25,300-500,101,5000
6920,0,36 months,Female,Wedding,Rent,20-25,300-500,101,5000
6921,0,36 months,Male,House,Rent,>25,300-500,85,20000
6922,1,36 months,Female,Car,Mortgage,20-25,300-500,93,20000
6923,1,36 months,Female,Car,Mortgage,20-25,300-500,64,5000
6924,1,60 months,Female,House,Own,20-25,>500,66,15000
6925,1,36 months,Male,House,Mortgage,20-25,>500,82,25000
6926,0,36 months,Male,House,Rent,20-25,>500,95,10000
6927,1,36 months,Female,House,Mortgage,>25,300-500,96,20000
6928,0,36 months,Male,House,Mortgage,20-25,300-500,74,25000
6929,1,60 months,Male,House,Rent,20-25,300-500,94,25000
6930,1,36 months,Female,Medical,Mortgage,20-25,300-500,38,15000
6931,0,36 months,Female,Car,Rent,>25,300-500,54,25000
6932,1,36 months,Male,Personal,Mortgage,>25,>500,72,20000
6933,0,36 months,Male,Personal,Rent,20-25,300-500,45,25000
6934,1,36 months,Male,House,Mortgage,20-25,>500,33,20000
6935,1,36 months,Female,House,Rent,>25,300-500,64,20000
6936,1,36 months,Male,Car,Own,>25,>500,63,5000
6937,1,36 months,Female,Car,Mortgage,20-25,300-500,107,15000
6938,1,36 months,Female,House,Mortgage,>25,300-500,84,10000
6939,1,36 months,Male,House,Mortgage,20-25,300-500,70,5000
6940,0,36 months,Male,House,Own,20-25,>500,62,10000
6941,0,36 months,Male,House,Own,>25,>500,105,20000
6942,0,36 months,Female,Car,Rent,20-25,300-500,42,5000
6943,1,36 months,Male,House,Rent,20-25,300-500,75,25000
6944,1,36 months,Female,House,Rent,>25,>500,38,25000
6945,1,36 months,Male,Medical,Mortgage,20-25,>500,101,10000
6946,0,36 months,Male,Car,Mortgage,>25,>500,95,20000
6947,0,36 months,Female,Car,Mortgage,20-25,>500,74,10000
6948,0,36 months,Male,House,Own,>25,300-500,111,15000
6949,0,36 months,Male,Car,Mortgage,20-25,300-500,111,25000
6950,1,60 months,Female,Other,Mortgage,>25,300-500,79,5000
6951,0,36 months,Male,House,Mortgage,20-25,300-500,78,5000
6952,1,36 months,Male,Car,Mortgage,20-25,>500,52,5000
6953,1,36 months,Male,Car,Mortgage,>25,>500,38,25000
6954,0,36 months,Male,House,Rent,>25,300-500,47,20000
6955,1,36 months,Male,Medical,Own,20-25,>500,71,25000
6956,0,36 months,Male,Personal,Rent,20-25,>500,68,25000
6957,1,36 months,Male,Other,Rent,20-25,300-500,56,5000
6958,1,36 months,Female,House,Mortgage,>25,300-500,45,25000
6959,1,36 months,Male,Car,Rent,>25,>500,118,5000
6960,0,36 months,Male,Personal,Mortgage,20-25,300-500,117,20000
6961,0,36 months,Male,House,Mortgage,20-25,300-500,118,15000
6962,1,36 months,Female,Personal,Mortgage,>25,300-500,59,5000
6963,0,36 months,Male,Wedding,Rent,20-25,>500,99,10000
6964,0,36 months,Female,House,Mortgage,>25,>500,57,15000
6965,1,36 months,Female,House,Rent,20-25,>500,96,20000
6966,1,36 months,Female,Car,Rent,20-25,300-500,106,15000
6967,0,36 months,Female,House,Rent,20-25,300-500,73,5000
6968,0,36 months,Male,Car,Rent,20-25,>500,41,20000
6969,0,36 months,Male,House,Mortgage,>25,>500,35,10000
6970,1,36 months,Female,Car,Rent,20-25,>500,47,5000
6971,1,36 months,Female,House,Mortgage,>25,300-500,54,5000
6972,1,36 months,Male,Other,Mortgage,>25,>500,79,20000
6973,1,60 months,Female,Personal,Own,20-25,300-500,64,20000
6974,0,36 months,Male,House,Own,>25,>500,65,15000
6975,0,36 months,Female,Personal,Mortgage,20-25,>500,91,10000
6976,1,36 months,Male,Car,Mortgage,20-25,300-500,74,15000
6977,0,36 months,Male,Personal,Rent,>25,300-500,105,15000
6978,0,36 months,Female,Wedding,Mortgage,20-25,>500,104,5000
6979,0,36 months,Male,Car,Mortgage,>25,>500,45,20000
6980,1,36 months,Female,Other,Mortgage,20-25,>500,104,5000
6981,1,36 months,Female,Car,Mortgage,20-25,300-500,44,10000
6982,1,36 months,Female,House,Mortgage,>25,>500,84,15000
6983,0,36 months,Female,House,Mortgage,20-25,>500,25,10000
6984,1,36 months,Female,House,Own,20-25,300-500,42,20000
6985,1,36 months,Male,Other,Mortgage,20-25,>500,83,20000
6986,0,36 months,Female,House,Rent,>25,300-500,106,25000
6987,0,36 months,Male,Personal,Rent,20-25,300-500,62,10000
6988,1,36 months,Male,House,Rent,20-25,300-500,42,5000
6989,0,36 months,Female,Wedding,Mortgage,20-25,>500,115,10000
6990,1,36 months,Male,House,Rent,20-25,>500,49,15000
6991,1,36 months,Male,House,Mortgage,20-25,300-500,96,20000
6992,0,36 months,Female,House,Rent,20-25,300-500,37,20000
6993,0,60 months,Male,House,Rent,>25,300-500,106,10000
6994,1,36 months,Female,House,Mortgage,>25,300-500,98,10000
6995,0,36 months,Female,Personal,Mortgage,20-25,300-500,116,10000
6996,1,36 months,Male,Medical,Rent,20-25,300-500,40,15000
6997,1,36 months,Male,Other,Rent,>25,300-500,76,15000
6998,1,36 months,Female,Medical,Mortgage,20-25,>500,42,5000
6999,1,36 months,Male,House,Rent,20-25,300-500,110,10000
7000,1,36 months,Female,Car,Own,20-25,300-500,64,5000
7001,0,36 months,Male,House,Rent,>25,>500,63,25000
7002,0,36 months,Male,Car,Rent,>25,>500,101,15000
7003,0,36 months,Female,Medical,Rent,>25,>500,107,20000
7004,1,36 months,Female,House,Mortgage,>25,>500,66,25000
7005,1,36 months,Male,Personal,Mortgage,20-25,>500,59,20000
7006,1,36 months,Female,Car,Rent,>25,300-500,70,25000
7007,1,36 months,Female,House,Rent,20-25,>500,61,5000
7008,0,36 months,Male,Car,Mortgage,>25,300-500,26,5000
7009,1,36 months,Female,House,Mortgage,20-25,>500,69,15000
7010,1,36 months,Female,House,Rent,20-25,300-500,67,20000
7011,0,36 months,Female,House,Mortgage,20-25,300-500,103,25000
7012,1,36 months,Male,House,Rent,20-25,>500,110,10000
7013,0,36 months,Male,House,Rent,20-25,>500,25,10000
7014,0,36 months,Male,House,Mortgage,>25,>500,110,15000
7015,0,36 months,Female,House,Rent,20-25,300-500,28,20000
7016,0,36 months,Female,House,Rent,>25,>500,76,10000
7017,0,36 months,Female,Other,Rent,20-25,>500,50,15000
7018,1,36 months,Male,Car,Rent,20-25,>500,40,15000
7019,1,36 months,Female,House,Rent,>25,>500,109,20000
7020,0,36 months,Female,House,Rent,20-25,300-500,59,10000
7021,1,36 months,Male,House,Rent,20-25,300-500,64,10000
7022,1,36 months,Female,House,Rent,20-25,300-500,96,10000
7023,1,36 months,Male,House,Rent,>25,>500,68,5000
7024,0,36 months,Male,Personal,Rent,20-25,300-500,106,10000
7025,0,36 months,Female,Car,Rent,>25,>500,39,25000
